id,presenterDisplayName,duration
527649,Aziz Abu Sarah and Maoz Inon,1049
527649,Aziz Abu Sarah and Maoz Inon,1049
527649,Aziz Abu Sarah and Maoz Inon,1049
527649,Aziz Abu Sarah and Maoz Inon,1049
527649,Aziz Abu Sarah and Maoz Inon,1049
527649,Aziz Abu Sarah and Maoz Inon,1049
527649,Aziz Abu Sarah and Maoz Inon,1049
527649,Aziz Abu Sarah and Maoz Inon,1049
527649,Aziz Abu Sarah and Maoz Inon,1049
527649,Aziz Abu Sarah and Maoz Inon,1049
527649,Aziz Abu Sarah and Maoz Inon,1049
527649,Aziz Abu Sarah and Maoz Inon,1049
527649,Aziz Abu Sarah and Maoz Inon,1049
527649,Aziz Abu Sarah and Maoz Inon,1049
526916,Brian Crim,385
526916,Brian Crim,385
526916,Brian Crim,385
526916,Brian Crim,385
526916,Brian Crim,385
526916,Brian Crim,385
526916,Brian Crim,385
526916,Brian Crim,385
526916,Brian Crim,385
526916,Brian Crim,385
525472,Hanjo Seibert,579
525472,Hanjo Seibert,579
525472,Hanjo Seibert,579
525472,Hanjo Seibert,579
525472,Hanjo Seibert,579
525472,Hanjo Seibert,579
525472,Hanjo Seibert,579
525472,Hanjo Seibert,579
525472,Hanjo Seibert,579
525472,Hanjo Seibert,579
525472,Hanjo Seibert,579
525472,Hanjo Seibert,579
525472,Hanjo Seibert,579
526160,Matthew Ebert,541
526160,Matthew Ebert,541
526160,Matthew Ebert,541
526160,Matthew Ebert,541
526160,Matthew Ebert,541
526160,Matthew Ebert,541
526160,Matthew Ebert,541
526160,Matthew Ebert,541
526160,Matthew Ebert,541
526160,Matthew Ebert,541
526160,Matthew Ebert,541
526160,Matthew Ebert,541
526160,Matthew Ebert,541
526876,Stephanie Honchell Smith,303
526876,Stephanie Honchell Smith,303
526876,Stephanie Honchell Smith,303
526876,Stephanie Honchell Smith,303
526876,Stephanie Honchell Smith,303
526876,Stephanie Honchell Smith,303
526876,Stephanie Honchell Smith,303
526876,Stephanie Honchell Smith,303
526876,Stephanie Honchell Smith,303
526876,Stephanie Honchell Smith,303
526876,Stephanie Honchell Smith,303
526876,Stephanie Honchell Smith,303
526876,Stephanie Honchell Smith,303
526876,Stephanie Honchell Smith,303
526876,Stephanie Honchell Smith,303
526876,Stephanie Honchell Smith,303
526876,Stephanie Honchell Smith,303
526876,Stephanie Honchell Smith,303
526876,Stephanie Honchell Smith,303
526876,Stephanie Honchell Smith,303
526876,Stephanie Honchell Smith,303
526876,Stephanie Honchell Smith,303
526876,Stephanie Honchell Smith,303
526876,Stephanie Honchell Smith,303
525593,Desiree Akhavan,576
525593,Desiree Akhavan,576
525593,Desiree Akhavan,576
525593,Desiree Akhavan,576
525593,Desiree Akhavan,576
525593,Desiree Akhavan,576
525593,Desiree Akhavan,576
525593,Desiree Akhavan,576
525593,Desiree Akhavan,576
525593,Desiree Akhavan,576
525593,Desiree Akhavan,576
525593,Desiree Akhavan,576
525593,Desiree Akhavan,576
525593,Desiree Akhavan,576
525593,Desiree Akhavan,576
523970,Jen Walsh,690
523970,Jen Walsh,690
523970,Jen Walsh,690
523970,Jen Walsh,690
523970,Jen Walsh,690
523970,Jen Walsh,690
523970,Jen Walsh,690
523970,Jen Walsh,690
523970,Jen Walsh,690
524525,Adam Clulow,299
524525,Adam Clulow,299
524525,Adam Clulow,299
524525,Adam Clulow,299
524525,Adam Clulow,299
524525,Adam Clulow,299
524525,Adam Clulow,299
524525,Adam Clulow,299
524525,Adam Clulow,299
524525,Adam Clulow,299
524525,Adam Clulow,299
509331,Tracie Revis,422
509331,Tracie Revis,422
509331,Tracie Revis,422
509331,Tracie Revis,422
509331,Tracie Revis,422
509331,Tracie Revis,422
509331,Tracie Revis,422
509331,Tracie Revis,422
509331,Tracie Revis,422
509331,Tracie Revis,422
509331,Tracie Revis,422
509331,Tracie Revis,422
525599,Chris Anderson and Monique Ruff-Bell,1241
525599,Chris Anderson and Monique Ruff-Bell,1241
525599,Chris Anderson and Monique Ruff-Bell,1241
525599,Chris Anderson and Monique Ruff-Bell,1241
525599,Chris Anderson and Monique Ruff-Bell,1241
525599,Chris Anderson and Monique Ruff-Bell,1241
525599,Chris Anderson and Monique Ruff-Bell,1241
525599,Chris Anderson and Monique Ruff-Bell,1241
525599,Chris Anderson and Monique Ruff-Bell,1241
525599,Chris Anderson and Monique Ruff-Bell,1241
525599,Chris Anderson and Monique Ruff-Bell,1241
525599,Chris Anderson and Monique Ruff-Bell,1241
525599,Chris Anderson and Monique Ruff-Bell,1241
525599,Chris Anderson and Monique Ruff-Bell,1241
525599,Chris Anderson and Monique Ruff-Bell,1241
525599,Chris Anderson and Monique Ruff-Bell,1241
525599,Chris Anderson and Monique Ruff-Bell,1241
525599,Chris Anderson and Monique Ruff-Bell,1241
525599,Chris Anderson and Monique Ruff-Bell,1241
525599,Chris Anderson and Monique Ruff-Bell,1241
525599,Chris Anderson and Monique Ruff-Bell,1241
525599,Chris Anderson and Monique Ruff-Bell,1241
525599,Chris Anderson and Monique Ruff-Bell,1241
525599,Chris Anderson and Monique Ruff-Bell,1241
525599,Chris Anderson and Monique Ruff-Bell,1241
525599,Chris Anderson and Monique Ruff-Bell,1241
525599,Chris Anderson and Monique Ruff-Bell,1241
525599,Chris Anderson and Monique Ruff-Bell,1241
525599,Chris Anderson and Monique Ruff-Bell,1241
525599,Chris Anderson and Monique Ruff-Bell,1241
525599,Chris Anderson and Monique Ruff-Bell,1241
525599,Chris Anderson and Monique Ruff-Bell,1241
525599,Chris Anderson and Monique Ruff-Bell,1241
525599,Chris Anderson and Monique Ruff-Bell,1241
525599,Chris Anderson and Monique Ruff-Bell,1241
525599,Chris Anderson and Monique Ruff-Bell,1241
524513,Dyhia Belhabib,653
524513,Dyhia Belhabib,653
524513,Dyhia Belhabib,653
524513,Dyhia Belhabib,653
524513,Dyhia Belhabib,653
524513,Dyhia Belhabib,653
524513,Dyhia Belhabib,653
524513,Dyhia Belhabib,653
524513,Dyhia Belhabib,653
